count_11_00	count_11_15	count_11_60	count_12_00	count_12_15	count_12_60	count_13_00	count_13_15	count_13_60
BnaA01g04540D	1001	1246	991	959	948	930	1495	1401	1138
BnaA01g04550D	36	46	49	31	50	47	31	26	21
BnaA01g04560D	41	78	61	52	52	47	30	47	35
BnaA01g04570D	730	1017	760	951	811	825	1009	1197	1117
BnaA01g04580D	93	130	46	68	65	22	86	106	91
BnaA01g04590D	518	710	403	460	520	346	904	936	475
BnaA01g04600D	2055	2616	2558	2165	1938	2287	6514	7040	6385
BnaA01g04610D	115	153	127	263	213	199	307	343	310
BnaA01g04620D	2775	3782	3670	3206	2973	3389	4338	4483	4518
BnaA01g04630D	1	3	1	0	1	1	1	6	1
BnaA01g04640D	219	333	252	376	415	358	427	431	327
BnaA01g04650D	0	2	0	0	2	3	3	5	6
BnaA01g04660D	118	200	115	98	105	109	337	354	260
BnaA01g04670D	1423	2110	1753	3192	2980	2673	1933	2238	2220
BnaA01g04680D	2	1	1	0	5	2	11	5	5
BnaA01g04690D	0	1	0	0	0	2	2	4	0
BnaA01g04700D	8347	11849	11502	10317	11108	13369	10394	13448	13248
BnaA01g04710D	1	6	0	0	0	0	0	0	0
BnaA01g04720D	29	35	21	18	9	18	39	68	12
BnaA01g04730D	950	1311	1403	693	663	758	1035	1072	1088
BnaA01g04740D	1391	1734	1953	1186	1129	1364	993	1102	1207
BnaA01g04750D	4502	8656	14545	7129	7599	13109	4828	8887	13899
BnaA01g04760D	771	1018	647	490	427	394	874	928	791
BnaA01g04770D	3992	5639	5740	6268	6085	6745	4618	5427	5222
BnaA01g04780D	2302	3426	2799	2958	2933	2959	3514	3446	2770
BnaA01g04790D	2027	2631	2018	2862	2730	2558	2837	2990	2558
BnaA01g04800D	345	423	284	371	340	305	432	477	337
BnaA01g04810D	1	0	0	0	0	0	0	0	0
BnaA01g04820D	0	0	0	0	0	0	0	0	0
BnaA01g04830D	0	1	0	0	0	0	2	0	1
BnaA01g04840D	1895	2881	1856	3124	3151	2400	2206	2522	1923
BnaA01g04850D	7858	10371	7816	7708	7359	6831	6710	6797	5480
BnaA01g04860D	4037	5704	6168	10163	9388	10477	5980	6180	6677
BnaA01g04870D	952	1426	1246	1159	1140	1236	1434	1492	1300
BnaA01g04880D	4847	6359	6303	7784	7688	6459	5648	5647	6795
BnaA01g04890D	20960	34210	39161	28522	33227	39257	32489	37754	44056
BnaA01g04900D	0	0	2	1	0	0	0	0	0
BnaA01g04910D	1536	2010	1209	1074	1033	823	2142	2147	1719
BnaA01g04920D	177	238	216	91	98	119	422	393	491
BnaA01g04930D	71	163	52	90	81	49	118	126	32
BnaA01g04940D	1	0	0	0	0	0	0	0	0
BnaA01g04950D	0	1	0	0	0	0	0	0	0
BnaA01g04960D	0	0	0	0	0	0	0	0	0
BnaA01g04970D	1	2	5	3	1	4	10	7	10
BnaA01g04980D	2770	4000	2676	3466	3399	2973	3059	3414	2529
BnaA01g04990D	210	279	118	58	69	22	112	137	56
BnaA01g05000D	0	0	0	0	0	0	0	0	7
BnaA01g05010D	14	25	8	29	18	7	31	39	17
BnaA01g05020D	0	1	2	0	0	3	13	10	15
BnaA01g05030D	0	3	2	0	0	1	0	0	0
BnaA01g05040D	25532	34700	25216	28339	25933	21904	16753	16365	15115
BnaA01g05050D	8	5	2	3	0	3	5	2	2
BnaA01g05060D	5881	9279	4228	7280	6361	4041	10363	9341	5702
BnaA01g05070D	1296	1708	1367	1584	1267	1208	1797	1870	1475
BnaA01g05080D	1985	2754	1898	3120	2794	2332	2507	2513	2132
BnaA01g05090D	10527	15018	10021	14372	13538	11632	16270	16601	12586
BnaA01g05100D	717	1025	665	727	651	677	991	1001	792
BnaA01g05110D	1480	1951	1772	1425	1370	1569	1955	2053	1842
BnaA01g05120D	2	6	0	6	5	7	4	1	1
BnaA01g05130D	1529	2096	1488	2019	1901	1656	2215	2260	2007
BnaA01g05140D	4325	5762	4195	7036	6499	6298	6877	7398	6384
BnaA01g05150D	0	1	2	4	0	2	2	1	0
BnaA01g05160D	0	2	2	11	6	1	9	7	0
BnaA01g05170D	19	13	25	22	33	28	25	24	6
BnaA01g05180D	1	2	0	0	8	0	2	2	1
BnaA01g05190D	3	3	2	14	7	6	6	6	11
BnaA01g05200D	0	0	0	0	0	0	0	1	0
BnaA01g05210D	48	95	60	280	243	191	147	134	150
BnaA01g05220D	288	392	250	185	169	130	455	442	319
BnaA01g05230D	625	831	537	713	623	517	621	678	488
BnaA01g05240D	591	847	603	777	729	602	648	626	530
BnaA01g05250D	0	0	0	0	0	0	0	0	0
BnaA01g05260D	0	0	0	0	0	0	0	0	0
BnaA01g05270D	44	65	43	42	17	41	171	132	108
BnaA01g05280D	70	128	65	95	83	78	29	48	39
BnaA01g05290D	0	0	0	0	0	0	2	4	1
BnaA01g05300D	1770	2247	1611	1873	1783	1613	1417	1690	1084
BnaA01g05310D	1	1	0	0	0	0	1	0	0
BnaA01g05320D	10890	13451	13675	12750	12371	13648	25020	24456	24178
BnaA01g05330D	2	1	5	0	0	0	3	4	0
BnaA01g05340D	21	33	17	27	9	20	11	15	16
BnaA01g05350D	3	2	3	0	2	4	3	0	1
BnaA01g05360D	38	34	66	41	31	41	44	32	76
BnaA01g05370D	1553	2201	1799	1936	1924	1811	1606	1915	1581
BnaA01g05380D	1015	1358	1419	719	749	983	1230	1318	1641
BnaA01g05390D	86	127	67	128	101	91	198	173	112
BnaA01g05400D	0	0	0	0	0	0	0	0	0
BnaA01g05410D	1216	1619	1259	2122	1755	1782	2983	2469	2347
BnaA01g05420D	9	22	19	9	20	7	23	21	12
BnaA01g05430D	0	0	0	0	0	0	0	0	0
BnaA01g05440D	0	0	0	0	1	0	0	0	0
BnaA01g05450D	9	3	2	0	2	2	2	5	0
BnaA01g05460D	3	0	1	14	3	10	6	2	12
BnaA01g05470D	0	0	0	0	0	0	0	0	0
BnaA01g05480D	41	64	32	29	41	28	83	108	25
BnaA01g05490D	1060	1258	925	1190	1200	1004	595	634	526
BnaA01g05500D	0	1	2	2	5	1	0	0	0
BnaA01g05510D	1975	2703	1650	2060	2003	1571	2200	2607	1660
BnaA01g05520D	153	156	81	68	58	53	193	142	89
BnaA01g05530D	3498	4372	4303	6354	5443	6034	6821	7372	7959
BnaA01g05540D	120	152	126	116	125	60	146	118	72
BnaA01g05550D	228	360	143	188	172	108	290	212	92
BnaA01g05560D	460	611	497	636	594	525	481	487	382
BnaA01g05570D	15	19	28	25	27	33	40	48	18
BnaA01g05580D	0	0	0	0	0	0	1	2	0
BnaA01g05590D	0	0	0	0	0	0	0	0	0
BnaA01g05600D	0	0	0	0	0	0	0	0	0
BnaA01g05610D	1137	1625	1166	678	749	727	1452	1750	1354
BnaA01g05620D	70	89	67	99	115	119	148	207	112
BnaA01g05630D	4	2	1	6	2	0	6	1	3
BnaA01g05640D	0	0	0	0	0	0	0	0	0
BnaA01g05650D	0	0	0	0	0	0	0	0	0
BnaA01g05660D	1660	2064	1750	1477	1612	1211	3010	3392	2322
BnaA01g05670D	1770	2309	1948	3095	2853	2809	2610	2942	2776
BnaA01g05680D	0	1	1	0	0	0	0	0	0
BnaA01g05690D	3596	4608	2909	4791	4531	3557	4590	4600	3320
BnaA01g05700D	14	21	10	8	9	9	11	15	13
BnaA01g05710D	0	0	0	0	0	0	0	0	0
BnaA01g05720D	12	3	3	18	6	5	7	7	0
BnaA01g05730D	0	0	0	0	0	0	0	0	0
BnaA01g05740D	0	0	0	0	0	0	0	0	0
BnaA01g05750D	0	0	0	0	0	0	0	0	0
BnaA01g05760D	26	12	14	11	0	0	6	7	0
BnaA01g05770D	56	111	56	65	74	63	121	118	72
BnaA01g05780D	194	313	170	242	212	181	307	353	173
BnaA01g05790D	0	1	0	0	0	0	0	0	0
BnaA01g05800D	202	326	202	226	202	170	360	307	185
BnaA01g05810D	1716	2305	1785	1970	1879	1845	2003	2154	1719
BnaA01g05820D	2451	3318	2299	3111	2803	2445	2792	2848	2377
BnaA01g05830D	856	1184	744	1354	1253	1012	1149	1176	998
BnaA01g05840D	4118	5581	4122	3687	3862	3819	4475	5061	4699
BnaA01g05850D	0	0	0	0	0	0	0	0	0
BnaA01g05860D	3	6	2	2	7	4	4	0	3
BnaA01g05870D	0	0	0	0	0	0	0	0	0
BnaA01g05880D	0	0	0	0	0	0	0	0	1
BnaA01g05890D	12	12	25	16	16	21	33	28	23
BnaA01g05900D	347	492	379	298	321	263	548	580	601
BnaA01g05910D	8	9	3	5	4	5	0	3	0
BnaA01g05920D	12937	18582	18769	16638	15783	19575	13898	15929	21261
BnaA01g05930D	0	0	0	0	0	0	2	0	0
BnaA01g05940D	0	1	0	0	1	0	0	3	0
BnaA01g05950D	1262	1588	1193	1093	1098	1098	2130	2078	1846
BnaA01g05960D	3433	4604	4096	5321	5409	5372	3099	3368	3085
BnaA01g05970D	10	11	7	19	27	22	12	9	8
BnaA01g05980D	106	132	131	55	34	29	20	10	19
BnaA01g05990D	1126	1518	1100	589	596	530	1359	1455	979
BnaA01g06000D	627	994	557	684	593	460	870	893	663
BnaA01g06010D	4121	5429	4858	4316	4189	4441	5313	5762	5251
BnaA01g06020D	3420	5100	5517	4580	4744	6497	2689	3498	4835
BnaA01g06030D	1421	1824	1800	682	608	761	1931	2044	2182
BnaA01g06040D	643	588	313	819	577	385	1896	960	537
BnaA01g06050D	1	0	0	0	0	1	0	0	0
BnaA01g06060D	1	0	0	0	0	0	0	0	0
BnaA01g06070D	0	0	0	0	0	0	0	0	0
BnaA01g06080D	0	0	0	0	0	0	0	0	0
BnaA01g06090D	23	26	5	6	13	4	20	26	15
BnaA01g06100D	369	506	276	244	224	181	549	545	481
BnaA01g06110D	1	1	4	1	5	0	0	0	0
BnaA01g06120D	89	151	102	54	94	55	113	95	89
BnaA01g06130D	82	105	60	48	84	54	296	245	181
BnaA01g06140D	9	5	5	4	7	4	13	7	5
BnaA01g06150D	12	11	14	15	17	13	25	44	42
BnaA01g06160D	51	40	40	22	29	25	64	49	40
BnaA01g06170D	32	47	41	11	23	16	25	18	0
BnaA01g06180D	2360	6497	20983	2686	4194	12919	5253	14711	51674
BnaA01g06190D	422	592	358	482	480	464	1112	1077	754
BnaA01g06200D	0	0	0	0	0	0	0	0	0
BnaA01g06210D	1318	1778	1103	973	947	834	1526	1509	1101
BnaA01g06220D	249	345	235	212	183	149	463	440	339
BnaA01g06230D	198	230	167	142	122	118	312	266	245
BnaA01g06240D	278	352	203	166	149	127	327	302	222
BnaA01g06250D	1310	1617	1100	1163	1036	907	1805	1790	1456
BnaA01g06260D	2	9	1	6	2	2	4	2	14
BnaA01g06270D	266	547	651	729	804	788	394	463	629
BnaA01g06280D	15	37	16	25	19	19	10	19	11
BnaA01g06290D	6	4	12	4	6	5	3	7	13
BnaA01g06300D	12	8	11	12	9	4	14	12	20
BnaA01g06310D	46	46	28	73	23	38	58	67	38
BnaA01g06320D	1	1	1	0	2	0	6	1	3
BnaA01g06330D	875	1108	803	711	716	589	832	854	562
BnaA01g06340D	1571	2370	1591	3565	3326	2427	1661	1923	1451
BnaA01g06350D	3718	5725	6323	7333	6943	7734	4186	5324	5714
BnaA01g06360D	0	0	0	0	0	0	0	0	0
BnaA01g06370D	502	698	517	836	787	643	585	704	513
BnaA01g06380D	710	821	668	763	778	593	1116	1069	906
BnaA01g06390D	244	339	232	278	259	242	432	418	224
BnaA01g06400D	2	0	0	0	0	0	0	0	0
BnaA01g06410D	2378	5015	7941	6982	8391	14280	3090	5365	6319
BnaA01g06420D	5810	8333	8339	8209	7799	8490	6810	8235	7513
BnaA01g06430D	26	50	71	106	50	76	62	62	93
BnaA01g06440D	11548	14612	12752	9582	9410	9838	9708	10517	10130
BnaA01g06450D	5	13	7	10	10	9	11	11	6
BnaA01g06460D	916	1249	990	1125	1005	896	1535	1402	1092
BnaA01g06470D	17	36	25	50	36	60	119	85	98
BnaA01g06480D	0	3	0	0	1	0	0	0	4
BnaA01g06490D	811	1235	984	1133	1005	1027	1703	1667	1823
BnaA01g06500D	3	0	1	0	0	1	1	3	1
BnaA01g06510D	0	5	5	0	0	0	0	1	1
BnaA01g06520D	984	1563	1210	2448	1944	1726	1947	2000	1873
BnaA01g06530D	6814	10007	7708	10779	9674	8729	8444	9035	7758
BnaA01g06540D	3650	5789	4877	2615	2504	2498	2585	3288	4261
BnaA01g06550D	0	0	0	0	0	0	1	1	0
BnaA01g06560D	0	0	0	0	0	0	0	0	0
BnaA01g06570D	16	22	19	22	13	8	57	74	48
BnaA01g06580D	0	0	0	0	0	0	0	0	0
BnaA01g06590D	0	0	0	0	0	0	0	0	0
BnaA01g06600D	220	255	284	188	195	200	7	3	0
BnaA01g06610D	2548	3310	3078	4765	5092	4648	2847	2646	2563
BnaA01g06620D	2	3	14	9	3	10	14	14	0
BnaA01g06630D	0	0	0	0	1	0	0	0	0
BnaA01g06640D	0	0	1	0	0	0	0	0	0
BnaA01g06650D	0	0	0	0	0	0	0	0	0
BnaA01g06660D	418	535	612	524	571	663	1012	822	838
BnaA01g06670D	1790	2390	1675	2473	2474	2043	2624	2919	2092
BnaA01g06680D	409	485	482	280	356	322	767	768	601
BnaA01g06690D	90	126	104	54	58	80	209	182	161
BnaA01g06700D	459	598	387	330	274	230	554	509	351
BnaA01g06710D	3	8	1	1	2	1	1	1	0
BnaA01g06720D	0	0	0	0	0	0	0	0	0
BnaA01g06730D	8	21	16	9	6	2	7	7	8
BnaA01g06740D	126	125	138	64	64	52	196	125	124
BnaA01g06750D	62	56	51	15	30	29	10	9	1
BnaA01g06760D	748	954	677	943	967	748	1006	1001	695
BnaA01g06770D	26	26	13	41	30	41	40	38	28
BnaA01g06780D	4873	6977	4639	7678	7295	6151	6534	6962	5283
BnaA01g06790D	82	90	130	100	87	74	70	79	79
BnaA01g06800D	11080	15812	14254	34358	28607	28714	23227	24719	25598
BnaA01g06810D	229	348	248	153	145	151	269	286	164
BnaA01g06820D	18479	23734	26100	8363	7682	8466	29560	32906	27934
BnaA01g06830D	3	0	5	1	2	3	4	1	1
BnaA01g06840D	0	1	0	1	0	0	0	2	0
BnaA01g06850D	698	954	568	502	550	444	711	763	530
BnaA01g06860D	672	1018	495	451	475	291	576	607	356
BnaA01g06870D	0	4	2	4	5	0	1	3	4
BnaA01g06880D	0	1	1	0	0	0	3	4	0
BnaA01g06890D	0	0	2	1	1	0	0	6	1
BnaA01g06900D	5	8	5	4	15	12	13	17	11
BnaA01g06910D	3478	4978	4042	3580	3576	3511	4409	4769	4080
BnaA01g06920D	0	0	0	0	0	0	0	0	0
BnaA01g06930D	0	0	0	0	0	0	0	0	0
BnaA01g06940D	4	14	2	11	3	0	5	3	3
BnaA01g06950D	0	0	1	5	1	1	6	2	2
BnaA01g06960D	0	0	0	0	0	0	0	0	0
BnaA01g06970D	1	5	2	1	2	5	12	5	6
BnaA01g06980D	0	0	0	0	0	0	0	0	0
BnaA01g06990D	791	1149	1101	1115	1112	1211	1117	1220	1188
BnaA01g07000D	2927	4480	4957	6730	6441	6966	4290	5110	5745
BnaA01g07010D	164	259	141	262	261	203	358	337	271
BnaA01g07020D	0	0	0	0	0	0	0	0	0
BnaA01g07030D	0	0	0	0	0	0	0	0	0
BnaA01g07040D	0	0	0	0	0	0	0	0	0
BnaA01g07050D	207	278	162	235	210	143	288	305	142
BnaA01g07060D	225	279	182	338	269	287	333	284	180
BnaA01g07070D	2	1	0	1	2	3	1	7	2
BnaA01g07080D	12	23	4	36	20	25	14	13	10
BnaA01g07090D	76	112	82	370	387	481	299	285	299
BnaA01g07100D	1212	1692	1561	1059	977	1076	1051	1225	1133
BnaA01g07110D	66	96	62	83	80	69	200	196	119
BnaA01g07120D	57	78	59	51	31	46	132	130	117
BnaA01g07130D	1240	1502	1105	1201	1124	948	2017	2010	1576
BnaA01g07140D	1333	1756	1409	1370	1605	1469	1260	1438	882
BnaA01g07150D	252	412	310	407	339	352	686	590	471
BnaA01g07160D	118	177	169	101	130	105	152	152	203
BnaA01g07170D	1326	1916	1132	1480	1246	936	1497	1575	1165
BnaA01g07180D	11	9	12	17	4	0	11	6	9
BnaA01g07190D	3651	5192	3407	4422	4285	3543	3950	4178	3441
BnaA01g07200D	134	188	159	182	125	132	192	188	115
BnaA01g07210D	64	73	66	104	90	76	90	60	98
BnaA01g07220D	37	70	39	43	38	62	69	94	46
BnaA01g07230D	0	0	0	0	0	0	0	0	0
BnaA01g07240D	0	0	0	0	0	0	0	2	0
BnaA01g07250D	0	1	2	0	1	0	4	2	0
BnaA01g07260D	0	0	0	1	0	0	0	0	0
BnaA01g07270D	209	315	492	224	242	384	280	388	778
BnaA01g07280D	631	838	819	931	892	883	1143	980	835
BnaA01g07290D	223	329	220	293	194	220	319	309	236
BnaA01g07300D	0	0	0	0	0	0	2	0	0
BnaA01g07310D	1	0	0	0	0	1	2	4	0
BnaA01g07320D	230	330	203	540	488	362	310	341	243
BnaA01g07330D	72	82	82	123	84	87	209	156	140
BnaA01g07340D	879	1316	818	912	903	742	1197	1122	1005
BnaA01g07350D	4030	5396	4503	4068	3695	3757	4939	5318	5092
BnaA01g07360D	607	750	599	646	515	527	979	821	815
BnaA01g07370D	0	0	0	0	0	0	0	0	0
BnaA01g07380D	21	52	28	22	21	21	29	27	16
BnaA01g07390D	0	0	0	0	1	0	0	0	0
BnaA01g07400D	7	17	6	9	4	3	5	8	10
BnaA01g07410D	0	5	2	3	4	1	2	11	11
BnaA01g07420D	3569	4549	3202	4790	4435	3439	6620	7021	4695
BnaA01g07430D	137	196	110	204	128	108	219	196	120
BnaA01g07440D	751	1002	761	1654	1624	1275	916	926	834
BnaA01g07450D	287	400	285	317	303	287	738	614	566
BnaA01g07460D	429	571	413	314	236	220	523	471	352
BnaA01g07470D	134	185	134	81	88	93	207	188	145
BnaA01g07480D	4222	5958	6803	5640	5923	7453	3885	4760	7617
BnaA01g07490D	7	11	14	20	11	23	5	6	3
BnaA01g07500D	0	0	0	0	0	0	0	0	0
BnaA01g07510D	0	0	0	0	0	0	0	0	0
BnaA01g07520D	0	0	0	0	0	0	0	0	0
BnaA01g07530D	7	8	6	0	15	9	7	4	7
BnaA01g07540D	1114	1443	1603	1516	1347	1641	2188	2421	2797
BnaA01g07550D	70	87	53	104	109	67	89	112	94
BnaA01g07560D	0	0	0	0	0	0	0	0	0
BnaA01g07570D	0	0	0	0	0	0	0	1	0
BnaA01g07580D	0	0	0	0	0	0	0	0	0
BnaA01g07590D	0	1	0	0	0	0	0	0	0
BnaA01g07600D	0	1	1	0	1	0	0	0	0
BnaA01g07610D	628	938	1326	732	572	842	1642	1903	3234
BnaA01g07620D	18	26	42	21	39	18	43	40	69
BnaA01g07630D	0	1	5	0	1	0	0	0	1
BnaA01g07640D	1527	2241	2142	1489	1225	1388	2412	2303	2748
BnaA01g07650D	0	0	0	0	0	0	0	0	0
BnaA01g07660D	1618	2191	1963	1332	1351	1405	2032	2183	2486
BnaA01g07670D	52	75	37	168	120	170	132	121	122
BnaA01g07680D	11	41	20	93	73	48	57	68	60
BnaA01g07690D	28	36	35	6	14	1	0	1	3
BnaA01g07700D	2	1	0	0	0	0	0	1	0
BnaA01g07710D	2	1	2	0	0	0	4	5	0
BnaA01g07720D	0	0	0	0	0	0	0	0	0
BnaA01g07730D	0	0	0	0	0	0	0	0	0
BnaA01g07740D	0	0	0	0	0	0	0	0	0
BnaA01g07750D	104	148	82	308	253	240	132	117	86
BnaA01g07760D	0	0	0	0	0	0	0	0	0
BnaA01g07770D	0	2	0	1	1	2	0	1	0
BnaA01g07780D	2	0	0	0	0	0	0	0	0
BnaA01g07790D	0	0	0	0	0	0	0	0	0
BnaA01g07800D	12	24	20	54	37	37	12	10	7
BnaA01g07810D	18	14	7	10	6	8	24	34	17
BnaA01g07820D	962	1348	803	1217	1046	748	1306	1363	984
BnaA01g07830D	1420	2116	1191	1558	1372	1106	2249	2397	1865
BnaA01g07840D	5	7	6	8	7	3	16	13	7
BnaA01g07850D	17	44	15	3	8	10	22	19	7
BnaA01g07860D	10965	14668	10292	14104	13023	11830	18022	19092	14672
BnaA01g07870D	0	0	0	0	0	0	0	0	0
BnaA01g07880D	0	0	0	0	0	2	0	0	0
BnaA01g07890D	2	0	3	7	0	4	2	4	6
BnaA01g07900D	9	0	3	0	8	0	3	6	0
BnaA01g07910D	7700	9598	7725	6280	6206	6145	8785	9596	9090
BnaA01g07920D	2180	2877	2449	3391	3408	3508	2292	2722	2082
BnaA01g07930D	371	567	435	584	517	519	585	616	531
BnaA01g07940D	2096	2838	2012	3140	3174	2628	1919	1973	1326
BnaA01g07950D	13	19	20	34	37	28	62	58	49
BnaA01g07960D	32	25	27	19	14	26	40	60	20
BnaA01g07970D	3	1	1	0	0	0	2	8	4
BnaA01g07980D	601	898	629	495	482	433	880	952	608
BnaA01g07990D	0	0	2	2	7	2	0	0	1
BnaA01g08000D	0	2	2	2	1	0	4	2	0
BnaA01g08010D	40	57	9	42	47	17	14	18	8
BnaA01g08020D	1896	2614	1746	2520	2529	1750	1511	1606	1232
BnaA01g08030D	0	0	0	0	0	0	0	0	0
BnaA01g08040D	0	0	1	0	0	0	0	0	0
BnaA01g08050D	0	1	0	0	0	0	0	0	0
BnaA01g08060D	40	61	53	64	42	27	97	81	49
BnaA01g08070D	0	1	0	0	1	0	3	0	0
BnaA01g08080D	0	0	0	0	0	0	1	0	0
BnaA01g08090D	3	5	4	1	0	0	2	8	0
BnaA01g08100D	0	0	0	0	0	0	0	0	0
BnaA01g08110D	0	0	0	0	0	1	0	0	0
BnaA01g08120D	14	15	3	17	7	4	11	37	15
BnaA01g08130D	2164	2933	2423	3070	3012	2639	2231	2500	2077
BnaA01g08140D	3707	5493	3765	2581	2254	1945	8051	7933	6838
BnaA01g08150D	1450	2043	1532	1443	1337	1539	1991	2230	2108
BnaA01g08160D	442	577	348	484	486	411	709	623	463
BnaA01g08170D	3	3	2	0	0	0	0	1	10
BnaA01g08180D	0	0	0	4	2	0	0	0	0
BnaA01g08190D	2	0	1	13	12	8	8	13	1
BnaA01g08200D	1320	1920	1384	1470	1348	1128	1591	1716	1183
BnaA01g08210D	10	8	6	4	2	1	3	6	0
BnaA01g08220D	22	29	23	58	40	42	31	25	9
BnaA01g08230D	0	0	0	0	0	0	0	0	0
BnaA01g08240D	2	7	3	0	0	1	1	2	0
BnaA01g08250D	7	8	1	10	8	4	9	9	18
BnaA01g08260D	38	59	46	97	111	92	162	153	108
BnaA01g08270D	583	1015	691	1059	1043	929	565	650	515
BnaA01g08280D	742	1018	819	1630	1467	1290	1949	1840	1926
BnaA01g08290D	85	117	73	119	119	104	104	95	136
BnaA01g08300D	758	1252	953	1240	1245	1251	1015	1120	763
BnaA01g08310D	3421	4556	4862	4542	4510	4839	4841	5051	4645
BnaA01g08320D	148	201	140	183	181	166	217	191	110
BnaA01g08330D	3388	4370	2489	2889	2635	2147	3292	3044	1796
BnaA01g08340D	7	12	17	20	9	11	9	6	0
BnaA01g08350D	0	0	2	0	0	0	2	0	2
BnaA01g08360D	1306	1812	1327	1531	1198	1203	1316	1117	1063
BnaA01g08370D	4	0	2	4	0	0	1	1	0
BnaA01g08380D	42	43	33	65	75	54	33	20	17
BnaA01g08390D	0	0	0	0	1	0	1	0	0
BnaA01g08400D	0	1	2	1	2	3	0	0	4
BnaA01g08410D	31	37	56	35	42	49	20	16	27
BnaA01g08420D	286	364	330	530	457	418	412	489	327
BnaA01g08430D	670	797	928	1524	1593	1736	1347	1322	1232
BnaA01g08440D	5579	7501	6879	5015	5128	6250	9092	9282	10108
BnaA01g08450D	78	125	95	84	44	64	120	134	132
BnaA01g08460D	33	40	26	76	62	48	52	36	27
BnaA01g08470D	1	1	0	0	0	0	0	0	0
BnaA01g08480D	114	198	50	91	109	40	124	200	59
BnaA01g08490D	11	15	6	22	5	15	13	6	15
BnaA01g08500D	847	1250	699	972	815	662	1095	1102	714
BnaA01g08510D	3288	4834	4149	5267	4876	4175	5856	6284	4715
BnaA01g08520D	249	344	217	280	248	212	457	428	282
BnaA01g08530D	2522	3359	2517	3436	3107	2650	3467	3464	2823
BnaA01g08540D	910	1452	1085	1654	1558	1584	1266	1365	1072
BnaA01g08550D	697	1124	962	782	898	626	726	944	1127
BnaA01g08560D	622	863	735	654	634	626	803	918	984
BnaA01g08570D	0	0	0	0	0	0	0	0	0
BnaA01g08580D	0	0	0	0	0	0	0	0	0
BnaA01g08590D	0	0	0	0	0	0	0	0	0
BnaA01g08600D	0	0	0	0	0	0	0	0	0
BnaA01g08610D	0	2	0	2	0	0	0	0	0
BnaA01g08620D	405	597	409	516	497	400	446	437	271
BnaA01g08630D	219	326	278	187	222	197	460	538	377
BnaA01g08640D	623	1153	1321	1148	1149	1370	662	1355	1365
BnaA01g08650D	0	0	0	0	0	0	0	0	0
BnaA01g08660D	0	0	0	0	0	0	0	0	0
BnaA01g08670D	0	0	0	0	0	0	0	0	0
BnaA01g08680D	348	506	345	640	684	614	636	729	530
BnaA01g08690D	0	0	0	0	0	0	0	0	0
BnaA01g08700D	455	579	435	298	264	324	580	560	388
BnaA01g08710D	607	742	998	305	334	562	713	908	1080
BnaA01g08720D	0	1	0	0	0	0	0	0	0
BnaA01g08730D	4	4	1	0	0	1	4	4	0
BnaA01g08740D	0	0	0	0	0	0	0	0	0
BnaA01g08750D	124	141	84	89	83	79	240	208	79
BnaA01g08760D	100	158	86	79	49	51	253	245	136
BnaA01g08770D	1926	2527	1322	1786	1880	965	1334	1331	673
BnaA01g08780D	0	1	0	0	0	0	0	0	0
BnaA01g08790D	2	0	0	2	0	0	8	8	1
BnaA01g08800D	256	651	561	489	596	649	448	875	959
BnaA01g08810D	229	327	233	339	221	287	334	347	336
BnaA01g08820D	287	457	189	339	378	212	466	386	235
BnaA01g08830D	0	4	0	1	0	5	0	0	0
BnaA01g08840D	0	0	0	0	0	0	0	0	0
BnaA01g08850D	49	85	57	32	41	28	56	25	35
BnaA01g08860D	24	42	15	23	19	12	24	13	8
BnaA01g08870D	19	32	23	15	25	3	17	16	3
BnaA01g08880D	0	0	0	0	0	0	0	0	0
BnaA01g08890D	853	1177	703	490	473	369	1132	1350	898
BnaA01g08900D	175	215	163	128	143	117	281	347	230
BnaA01g08910D	28	42	36	21	35	24	57	39	40
BnaA01g08920D	519	778	487	497	432	358	924	905	774
BnaA01g08930D	200	317	172	191	195	139	167	185	162
BnaA01g08940D	104	135	90	120	73	80	141	135	150
BnaA01g08950D	2553	3462	3156	3820	3824	3724	3329	3735	3283
BnaA01g08960D	61	102	69	162	149	145	142	132	76
BnaA01g08970D	0	0	0	0	0	0	0	0	0
BnaA01g08980D	0	0	0	0	0	0	0	0	0
BnaA01g08990D	884	1132	609	407	261	216	2064	1831	1253
BnaA01g09000D	0	0	0	0	0	0	1	0	0
BnaA01g09010D	0	0	0	0	0	0	0	0	0
BnaA01g09020D	61	44	13	43	20	6	325	118	34
BnaA01g09030D	208	255	155	132	120	96	374	303	200
BnaA01g09040D	449	628	381	330	299	254	684	690	364
BnaA01g09050D	0	2	0	0	3	0	0	1	0
BnaA01g09060D	3069	4300	4653	2765	2556	3433	8985	9084	9183
BnaA01g09070D	1	7	4	15	15	4	2	0	0
BnaA01g09080D	0	0	0	0	0	0	0	0	0
BnaA01g09090D	10	12	5	9	16	5	22	16	8
BnaA01g09100D	2	2	1	0	4	0	18	2	0
BnaA01g09110D	38	67	27	78	58	44	85	108	70
BnaA01g09120D	1310	1495	1433	1462	1429	1300	1592	1717	1308
BnaA01g09130D	366	540	291	575	579	384	703	840	479
BnaA01g09140D	3559	4714	4806	5031	4771	5285	4149	4613	3383
BnaA01g09150D	4363	5965	5681	6514	6299	6075	5802	5952	4219
BnaA01g09160D	103	184	113	75	110	66	121	139	107
